I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk
@_,PEBB.L,The Pebble Group plc,Communication Services,Advertising Agencies,1.00,47.38 - 48.00,49.00 - 49.00,1.62 - 1.62,48.50,274.10,93715,3,0.882
*_,PEEL.L,Peel Hunt Limited,Financial Services,Capital Markets,0.50,92.30 - 94.30,96.00 - 99.00,3.70 - 6.70,92.50,451.90,136311,3,1.12
@_,PEG.L,Petards Group plc,Industrials,Security & Protection Services,0.00,7.75 - 7.75,8.25 - 8.25,0.50 - 0.50,8.25,322.50,19060,2,0.199
*_,PEN.L,Pennant International Group plc,Technology,Software Application,0.00,26.00 - 27.05,27.00 - 27.80,1.00 - 1.80,26.00,472.48,68882,3,0.272
*_,PET.L,Petrel Resources Plc,Energy,Oil & Gas E&P,0.75,0.90 - 0.92,0.94 - 1.05,0.04 - 0.15,0.82,1765.77,431151,4,0.609
*_,PETS.L,Pets at Home Group Plc,Consumer Cyclical,Specialty Retail,0.00,245.60 - 251.00,250.05 - 253.80,4.45 - 8.20,242.81,142.20,720342,5,0.946
*_,PFD.L,Premier Foods plc,Consumer Defensive,Packaged Foods,0.00,196.80 - 196.80,199.00 - 199.00,2.20 - 2.20,191.80,55.00,1324244,6,0.44
*_,PGH.L,Personal Group Holdings Plc,Financial Services,Insurance Property & Casualty,0.00,290.16 - 290.16,296.00 - 296.00,5.84 - 5.84,286.00,99.28,19689,2,0.161
@_,PHAR.L,Pharos Energy plc,Energy,Oil & Gas E&P,0.43,21.00 - 21.20,21.34 - 21.80,0.34 - 0.80,21.55,773.05,322560,4,0.777
@_,PHE.L,PowerHouse Energy Group Plc,Industrials,Specialty Industrial Machinery,0.00,0.51 - 0.52,0.53 - 0.55,0.02 - 0.04,0.52,679.81,11142508,8,2.753
@_,PHI.L,Pacific Horizon Ord,Financial Services,Asset Management,7.00,610.00 - 610.00,620.00 - 620.00,10.00 - 10.00,620.00,80.00,129355,3,UNKNOWN
@_,PHLL.L,Petershill Partners Ord,Financial Services,Asset Management,1.00,226.00 - 226.00,232.50 - 232.50,6.50 - 6.50,231.00,143.00,275920,4,UNKNOWN
@_,PHNX.L,Phoenix Group Holdings plc,Financial Services,Insurance Life,4.00,639.00 - 639.00,649.50 - 649.50,10.50 - 10.50,642.50,73.50,2926170,6,0.798
@_,PIN.L,Pantheon International Ord,Financial Services,Asset Management,7.00,311.50 - 311.50,318.00 - 318.00,6.50 - 6.50,318.00,104.00,535248,5,UNKNOWN
@_,PINE.L,Pinewood Technologies Group PLC,Technology,Software Application,1.00,442.00 - 475.00,447.00 - 484.50,5.00 - 42.50,481.50,524.50,129149,3,-0.147
@_,PINT.L,Pantheon Infrastructure Ord,Financial Services,Asset Management,1.00,99.80 - 99.80,101.00 - 101.00,1.20 - 1.20,100.50,60.00,1649944,6,UNKNOWN
@_,PIP.L,PipeHawk plc,Technology,Scientific & Technical Instruments,4.00,1.38 - 1.38,1.42 - 1.44,0.05 - 0.06,1.38,363.60,24829,2,-0.546
@_,PLSR.L,Pulsar Helium Inc.,Basic Materials,Other Industrial Metals & Mining,1.33,26.04 - 26.50,26.72 - 27.00,0.68 - 0.96,26.50,279.08,39240,2,UNKNOWN
@_,PLUS.L,Plus500 Ltd.,Financial Services,Capital Markets,1.33,3170.00 - 3290.00,3268.00 - 3342.00,98.00 - 172.00,3260.00,242.50,242627,4,0.397
@_,PMG.L,The Parkmead Group plc,Energy,Oil & Gas E&P,1.25,14.50 - 15.00,14.75 - 15.45,0.25 - 0.95,15.00,670.72,142814,3,0.99
*_,PMI.L,Premier Miton Group plc,Financial Services,Asset Management,0.00,76.23 - 76.52,77.74 - 77.74,1.51 - 1.51,67.72,177.45,441565,4,0.804
*_,PMP.L,Portmeirion Group PLC,Consumer Cyclical,Furnishings  Fixtures & Appliances,1.33,133.28 - 135.25,135.00 - 137.50,1.72 - 4.22,135.00,237.14,13771,2,0.695
*_,PNN.L,Pennon Group Plc,Utilities,Utilities Regulated Water,1.00,480.00 - 490.00,495.40 - 496.20,15.40 - 16.20,480.20,216.00,1325143,6,0.334
@_,PNS.L,Panther Securities PLC,Real Estate,Real Estate Services,0.00,285.00 - 285.00,294.00 - 294.00,9.00 - 9.00,290.00,153.00,1223,1,-0.025
@_,PODP.L,Pod Point Group Holdings Plc,Consumer Cyclical,Specialty Retail,0.00,6.32 - 6.36,6.52 - 6.68,0.20 - 0.36,6.52,1309.70,105523,3,0.93
*_,POLB.L,Poolbeg Pharma PLC,Healthcare,Biotechnology,0.75,3.20 - 3.27,3.28 - 3.38,0.08 - 0.18,3.20,493.56,1194760,6,1.907
@_,POLN.L,Pollen Street Group Limited,Financial Services,Asset Management,3.50,784.00 - 784.00,794.00 - 795.55,10.00 - 11.55,790.00,129.30,136664,3,0.06
*_,POLR.L,Polar Capital Holdings Plc,Financial Services,Asset Management,0.67,474.50 - 491.00,490.50 - 501.58,16.00 - 27.08,468.50,408.10,542138,5,1.013
*_,POLX.L,Polarean Imaging plc,Healthcare,Medical Devices,0.40,1.38 - 1.40,1.43 - 1.50,0.05 - 0.12,1.27,1515.37,914134,5,-0.04
@_,POS.L,Plexus Holdings plc,Energy,Oil & Gas Equipment & Services,0.25,8.15 - 9.03,9.02 - 9.50,0.87 - 1.35,9.10,1206.28,276872,4,-0.071
@_,POW.L,Power Metal Resources plc,Basic Materials,Other Industrial Metals & Mining,0.67,12.00 - 14.00,12.75 - 15.49,0.75 - 3.49,15.00,1946.98,622848,5,0.262
*_,PPH.L,PPHE Hotel Group Limited,Consumer Cyclical,Lodging,0.00,1624.00 - 1644.00,1668.00 - 1672.00,44.00 - 48.00,1600.00,216.00,40998,2,0.669
@_,PPHC.L,Public Policy Holding Company  Inc.,Industrials,Consulting Services,2.50,157.20 - 158.50,158.92 - 161.25,1.72 - 4.05,161.00,138.57,120741,3,-0.016
*_,PR1.L,UNKNOWN,Technology,Software Infrastructure,0.75,5.52 - 5.72,5.80 - 6.40,0.28 - 0.88,4.50,1297.93,8597297,7,0.432
@_,PRD.L,Predator Oil & Gas Holdings Plc,Energy,Oil & Gas E&P,0.50,2.69 - 2.95,2.99 - 3.10,0.30 - 0.41,2.85,2460.19,1259151,6,1.076
*_,PRE.L,Pensana Plc,Basic Materials,Other Industrial Metals & Mining,0.20,57.80 - 77.20,58.60 - 78.60,0.80 - 20.80,74.60,2121.12,833313,5,0.86
@_,PRIM.L,Primorus Investments plc,Financial Services,Asset Management,1.00,3.00 - 3.93,3.30 - 4.15,0.30 - 1.15,4.15,2920.76,539370,5,0.32
@_,PRM.L,Proteome Sciences plc,Healthcare,Diagnostics & Research,0.33,2.61 - 2.94,3.04 - 3.48,0.43 - 0.87,3.04,2565.76,68203,3,-0.006
@_,PROC.L,ProCook Group plc,Consumer Cyclical,Specialty Retail,1.50,38.20 - 42.90,39.72 - 46.80,1.52 - 8.60,44.00,1251.94,53099,3,1.025
@_,PRTC.L,PureTech Health plc,Healthcare,Biotechnology,1.25,125.40 - 129.80,130.60 - 133.40,5.20 - 8.00,130.20,565.02,229756,4,0.903
@_,PRU.L,Prudential plc,Financial Services,Insurance Life,1.00,897.00 - 912.00,923.94 - 926.40,26.94 - 29.40,917.20,206.70,4382703,6,1.212
@_,PRV.L,Porvair plc,Industrials,Pollution & Treatment Controls,1.00,726.00 - 736.00,742.54 - 748.00,16.54 - 22.00,740.00,231.24,51438,3,0.459
@_,PSH.L,Pershing Square Holdings Ord,Financial Services,Asset Management,2.00,4088.00 - 4088.00,4168.00 - 4168.00,80.00 - 80.00,4158.00,80.00,UNKNOWN,0,UNKNOWN
*_,PSN.L,Persimmon Plc,Consumer Cyclical,Residential Construction,1.67,1199.00 - 1214.00,1218.50 - 1235.00,19.50 - 36.00,1211.00,247.20,1477915,6,1.304
@_,PSON.L,Pearson plc,Communication Services,Publishing,0.00,1050.00 - 1050.00,1063.00 - 1063.00,13.00 - 13.00,1052.50,52.00,1488475,6,0.302
@_,PTAL.L,PetroTal Corp.,Energy,Oil & Gas E&P,0.83,36.00 - 36.52,36.65 - 37.50,0.65 - 1.50,36.75,498.73,191794,3,1.184
@_,PTEC.L,Playtech plc,Consumer Cyclical,Gambling,2.00,367.00 - 370.50,374.17 - 377.00,7.17 - 10.00,379.00,286.00,800308,5,0.697
*_,PTSB.L,Permanent TSB Group Holdings plc,Financial Services,Banks Regional,1.00,2.04 - 2.10,2.12 - 2.18,0.08 - 0.14,2.09,914.66,28528,2,0.757
@_,PXC.L,Phoenix Copper Limited,Basic Materials,Other Industrial Metals & Mining,1.00,4.20 - 4.64,4.65 - 5.00,0.45 - 0.80,4.55,1172.50,970470,5,0.515
*_,PXEN.L,Prospex Energy Plc,Energy,Oil & Gas E&P,0.33,4.41 - 4.65,4.75 - 4.81,0.34 - 0.40,4.40,732.44,627279,5,-1.444
*_,PXS.L,Provexis plc,Healthcare,Drug Manufacturers Specialty & Generic,0.50,0.80 - 0.80,0.87 - 0.90,0.06 - 0.10,0.76,1059.78,4036497,6,0.741
@_,PYC.L,Physiomics Plc,Healthcare,Biotechnology,0.00,0.40 - 0.40,0.48 - 0.48,0.08 - 0.08,0.47,999.92,4200685,6,0.562
@_,PYX.L,PYX Resources Limited,Basic Materials,Other Industrial Metals & Mining,0.00,0.60 - 0.64,0.69 - 0.70,0.09 - 0.10,0.65,2804.12,2381504,6,-0.285
@_,PZC.L,PZ Cussons plc,Consumer Defensive,Household & Personal Products,3.00,72.50 - 73.71,75.59 - 76.20,3.09 - 3.70,73.70,376.95,451086,4,0.439
*_,QBT.L,Quantum Blockchain Technologies Plc,Financial Services,Capital Markets,0.29,1.00 - 1.01,1.02 - 1.06,0.02 - 0.06,0.95,1295.60,23839345,8,1.353
*_,QED.L,Quadrise Plc,Energy,Oil & Gas Integrated,0.62,3.65 - 4.10,3.78 - 4.36,0.13 - 0.71,3.84,1529.22,3538955,6,1.159
@_,QLT.L,Quilter plc,Financial Services,Asset Management,1.20,152.60 - 160.60,156.90 - 165.40,4.30 - 12.80,163.90,607.05,2489164,6,0.869
*_,QQ.L,QinetiQ Group plc,Industrials,Aerospace & Defense,2.00,486.00 - 495.80,492.20 - 503.28,6.20 - 17.28,488.60,136.80,1006726,6,0.523
*_,QTX.L,Quartix Technologies plc,Technology,Scientific & Technical Instruments,1.00,236.07 - 258.00,249.90 - 270.00,13.83 - 33.93,231.00,891.59,37202,2,0.689
*_,QUBE.L,Quantum Base Holdings PLC,Industrials,Security & Protection Services,0.33,24.01 - 25.00,25.44 - 26.00,1.43 - 1.99,22.75,1404.44,98622,3,UNKNOWN
@_,RAT.L,Rathbones Group Plc,Financial Services,Asset Management,2.67,1726.00 - 1776.00,1756.00 - 1838.00,30.00 - 112.00,1838.00,240.00,74689,3,0.638
@_,RBN.L,Robinson plc,Consumer Cyclical,Packaging & Containers,2.50,127.50 - 130.00,134.50 - 134.50,7.00 - 7.00,130.00,444.00,2106,1,0.28
@_,RBW.L,Rainbow Rare Earths Limited,Basic Materials,Other Industrial Metals & Mining,0.44,10.81 - 12.99,11.38 - 13.50,0.57 - 2.69,13.80,2045.84,948103,5,1.635
@_,RCDO.L,Ricardo plc,Industrials,Consulting Services,2.50,426.00 - 426.00,431.00 - 431.00,5.00 - 5.00,429.00,110.00,52250,3,0.05
*_,RCFX.L,RC Fornax Plc,Industrials,Consulting Services,0.50,26.33 - 31.22,28.50 - 32.50,2.17 - 6.17,27.50,1677.98,56377,3,UNKNOWN
@_,RCGH.L,RC365 Holding plc,Technology,Software Infrastructure,0.00,1.00 - 1.00,1.04 - 1.10,0.04 - 0.10,1.05,2650.00,146113,3,0.527
@_,RCH.L,Reach plc,Communication Services,Publishing,1.00,70.50 - 74.50,73.20 - 76.41,2.70 - 5.91,75.60,543.25,851884,5,1.048
@_,RCN.L,Redcentric plc,Technology,Information Technology Services,2.00,123.00 - 123.67,125.00 - 126.00,2.00 - 3.00,124.50,285.20,68339,3,0.08
@_,RDT.L,Rosslyn Data Technologies plc,Technology,Software Application,10.00,3.50 - 3.50,3.70 - 3.70,0.20 - 0.20,3.70,285.60,11516,2,0.412
@_,RE.L,R.E.A. Holdings plc,Consumer Defensive,Farm Products,0.00,82.61 - 82.61,85.75 - 85.75,3.14 - 3.14,83.50,188.40,6756,1,0.455
*_,REAT.L,REACT Group PLC,Industrials,Specialty Business Services,0.50,55.05 - 55.40,56.00 - 56.00,0.95 - 0.95,53.50,139.50,27690,2,0.436
*_,REC.L,Record plc,Financial Services,Asset Management,1.00,61.92 - 62.88,63.00 - 63.80,1.08 - 1.88,61.81,333.62,389089,4,0.81
*_,REE.L,Altona Rare Earths Plc,Basic Materials,Other Industrial Metals & Mining,0.75,1.90 - 2.10,1.92 - 2.30,0.02 - 0.40,1.95,1174.87,547414,5,0.093
@_,REL.L,RELX PLC,Industrials,Specialty Business Services,2.33,3842.00 - 3925.00,3894.00 - 4007.00,52.00 - 165.00,3980.00,194.00,2440736,6,0.459
@_,RENX.L,Renalytix Plc,Healthcare,Health Information Services,0.12,6.68 - 6.85,6.98 - 7.50,0.30 - 0.82,7.00,2173.92,170531,3,1.625
@_,RESI.L,Residential Secure Income Ord,Real Estate,REIT Residential,1.00,59.20 - 59.40,59.80 - 60.60,0.60 - 1.40,60.60,151.20,297213,4,UNKNOWN
@_,REVB.L,Revolution Beauty Group plc,Consumer Defensive,Household & Personal Products,0.50,4.46 - 5.05,4.67 - 5.28,0.21 - 0.82,5.09,2390.11,319346,4,1.147
@_,RFX.L,Ramsdens Holdings PLC,Consumer Cyclical,Luxury Goods,0.67,316.75 - 327.10,322.49 - 332.90,5.74 - 16.15,332.50,383.10,92911,3,0.593
@_,RGL.L,Regional REIT Ord,Real Estate,REIT Office,1.50,118.20 - 124.20,125.00 - 126.00,6.80 - 7.80,125.00,357.60,UNKNOWN,0,UNKNOWN
@_,RHIM.L,RHI Magnesita N.V.,Industrials,Metal Fabrication,2.33,3000.00 - 3024.08,3060.00 - 3085.00,60.00 - 85.00,3060.00,170.92,10947,2,1.398
@_,RIII.L,Rights & Issues Investment Trust Ord,Financial Services,Asset Management,2.00,2150.00 - 2150.00,2195.00 - 2195.00,45.00 - 45.00,2185.00,90.00,2469,1,UNKNOWN
@_,RIO.L,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,1.50,4255.00 - 4321.75,4388.50 - 4468.00,133.50 - 213.00,4449.00,279.75,2657999,6,0.633
@_,RKH.L,Rockhopper Exploration plc,Energy,Oil & Gas E&P,3.50,48.40 - 58.50,61.40 - 62.06,13.00 - 13.66,62.00,1653.48,4364392,6,0.232
@_,RKT.L,Reckitt Benckiser Group plc,Consumer Defensive,Household & Personal Products,8.00,4959.00 - 4959.00,5094.00 - 5094.00,135.00 - 135.00,5014.00,135.00,1194215,6,0.098
@_,RLE.L,Real Estate Investors Plc,Real Estate,REIT Diversified,0.80,31.57 - 32.00,32.33 - 32.80,0.77 - 1.23,32.00,557.02,22559,2,0.482
@_,RM.L,RM plc,Technology,Software Application,0.44,84.70 - 95.38,90.80 - 98.50,6.10 - 13.80,95.50,1279.50,2422403,6,1.691
@_,RMII.L,RM Infrastructure Income Ord,Financial Services,Asset Management,2.00,66.50 - 66.50,67.50 - 67.50,1.00 - 1.00,67.50,75.00,771924,5,UNKNOWN
@_,RMR.L,Rome Resources Plc,Basic Materials,Other Industrial Metals & Mining,2.00,0.28 - 0.28,0.31 - 0.31,0.03 - 0.03,0.30,529.08,6075127,7,UNKNOWN
@_,RMV.L,Rightmove plc,Communication Services,Internet Content & Information,1.67,759.20 - 774.00,779.60 - 784.00,20.40 - 24.80,782.60,253.62,1229433,6,0.976
@_,RNK.L,The Rank Group Plc,Consumer Cyclical,Gambling,1.50,134.33 - 139.80,139.52 - 141.80,5.19 - 7.47,142.00,466.87,1071385,6,2.366
@_,RNWH.L,Renew Holdings plc,Industrials,Engineering & Construction,2.00,805.00 - 817.50,816.00 - 827.00,11.00 - 22.00,821.00,175.20,157449,3,0.813
*_,ROAD.L,Roadside Real Estate plc,Real Estate,Real Estate Development,1.00,49.13 - 51.25,50.00 - 52.00,0.87 - 2.87,50.00,357.60,59895,3,UNKNOWN
@_,ROQ.L,Roquefort Therapeutics plc,Healthcare,Biotechnology,1.33,1.23 - 1.30,1.43 - 1.70,0.20 - 0.47,1.55,3071.40,727730,5,-0.306
@_,ROR.L,Rotork plc,Industrials,Specialty Industrial Machinery,1.50,316.20 - 319.00,320.40 - 325.40,4.20 - 9.20,319.40,159.00,1702521,6,0.822
*_,ROSE.L,Rosebank Industries plc,Financial Services,Asset Management,0.00,320.80 - 320.80,324.65 - 324.65,3.85 - 3.85,317.20,57.75,1212805,6,UNKNOWN
*_,RPI.L,Raspberry Pi Holdings plc,Technology,Electronic Components,0.67,455.00 - 468.00,473.20 - 484.60,18.20 - 29.60,460.20,402.10,172220,3,UNKNOWN
@_,RR.L,Rolls-Royce Holdings plc,Industrials,Aerospace & Defense,0.75,931.59 - 964.00,957.20 - 982.60,25.61 - 51.01,986.80,355.65,18848198,8,1.785
@_,RS1.L,RS Group plc,Industrials,Industrial Distribution,1.00,572.00 - 583.00,588.00 - 595.00,16.00 - 23.00,588.00,300.00,616283,5,0.772
@_,RSE.L,Riverstone Energy Ord,Financial Services,Asset Management,1.00,820.00 - 820.00,834.00 - 834.00,14.00 - 14.00,834.00,84.00,UNKNOWN,0,UNKNOWN
@_,RSG.L,Resolute Mining Limited,Basic Materials,Gold,0.20,29.60 - 31.60,31.10 - 32.60,1.50 - 3.00,32.15,991.21,84174,3,1.194
@_,RST.L,Restore plc,Industrials,Specialty Business Services,2.00,260.00 - 261.01,262.65 - 265.00,2.65 - 5.00,263.50,126.16,175801,3,0.293
@_,RSW.L,Renishaw plc,Technology,Scientific & Technical Instruments,1.00,2775.00 - 2775.00,2858.98 - 2858.98,83.98 - 83.98,2825.00,83.98,171455,3,0.584
@_,RTC.L,RTC Group plc,Industrials,Staffing & Employment Services,0.00,91.40 - 91.40,95.00 - 95.00,3.60 - 3.60,95.00,388.80,4710,1,0.918
*_,RTO.L,Rentokil Initial plc,Industrials,Specialty Business Services,2.00,338.10 - 349.90,342.40 - 353.70,4.30 - 15.60,342.30,113.40,3805407,6,0.349
*_,RUA.L,RUA Life Sciences plc,Healthcare,Medical Devices,0.00,12.00 - 12.13,12.38 - 12.75,0.37 - 0.75,11.50,571.60,95682,3,0.974
@_,RVRB.L,River Global Plc,Financial Services,Asset Management,0.40,34.10 - 34.69,35.00 - 35.40,0.90 - 1.30,35.00,540.79,131793,3,UNKNOWN
@_,RVRG.L,River Global Plc,Financial Services,Asset Management,0.33,6.50 - 6.50,6.93 - 7.50,0.43 - 1.00,7.00,1868.67,607190,5,UNKNOWN
*_,RWA.L,Robert Walters plc,Industrials,Staffing & Employment Services,0.00,169.61 - 169.61,175.85 - 175.85,6.24 - 6.24,166.00,180.96,302144,4,0.615
*_,RWS.L,RWS Holdings plc,Industrials,Specialty Business Services,1.00,85.79 - 86.50,88.30 - 89.10,2.51 - 3.31,84.80,294.58,1561349,6,0.449
@_,S247.L,Smarttech247 Group plc,Technology,Software Infrastructure,0.00,8.00 - 8.25,8.50 - 8.50,0.50 - 0.50,8.50,1141.90,34213,2,0.009
@_,S32.L,South32 Limited,Basic Materials,Other Industrial Metals & Mining,1.00,144.20 - 149.80,149.40 - 153.80,5.20 - 9.60,150.60,308.80,371579,4,0.712
@_,SAA.L,M&C Saatchi plc,Communication Services,Advertising Agencies,0.50,190.15 - 190.50,193.50 - 200.95,3.35 - 10.80,197.00,358.80,359647,4,0.493
@_,SAAS.L,Microlise Group plc,Technology,Software Application,0.83,106.55 - 123.00,112.00 - 125.60,5.45 - 19.05,126.00,938.06,70796,3,0.282
*_,SAE.L,SIMEC Atlantis Energy Limited,Utilities,Utilities Renewable,0.00,1.93 - 2.11,2.12 - 2.30,0.19 - 0.37,2.00,2691.03,1243237,6,1.29
*_,SAFE.L,Safestore Holdings Plc,Real Estate,REIT Industrial,1.00,674.50 - 674.50,685.15 - 685.15,10.65 - 10.65,674.00,74.55,797094,5,0.828
@_,SAG.L,Science Group plc,Industrials,Consulting Services,1.67,516.00 - 528.00,529.00 - 540.00,13.00 - 24.00,537.50,297.00,28120,2,0.373
*_,SAGA.L,Saga plc,Financial Services,Insurance Diversified,1.20,181.20 - 186.40,183.82 - 191.50,2.62 - 10.30,183.60,426.25,240919,4,2.412
@_,SAIN.L,Scottish American Ord,Financial Services,Asset Management,4.00,508.00 - 508.00,516.00 - 516.00,8.00 - 8.00,516.00,72.00,268596,4,UNKNOWN
*_,SALT.L,MicroSalt plc,Consumer Defensive,Packaged Foods,0.29,71.50 - 76.90,74.92 - 78.00,3.42 - 6.50,66.50,1311.23,33632,2,UNKNOWN
*_,SAR.L,Sareum Holdings plc,Healthcare,Biotechnology,0.25,18.00 - 19.50,18.50 - 22.00,0.50 - 4.00,19.00,1496.56,548313,5,-1.692
*_,SAV.L,Savannah Resources Plc,Basic Materials,Other Industrial Metals & Mining,0.67,3.22 - 3.52,3.35 - 3.70,0.13 - 0.48,3.30,987.94,1834518,6,0.557
@_,SBAR.L,Sundae Bar Plc,Technology,Software Application,0.12,10.00 - 10.18,10.23 - 10.60,0.23 - 0.60,10.75,1184.28,352394,4,UNKNOWN
@_,SBDS.L,Silver Bullet Data Services Group PLC,Communication Services,Advertising Agencies,2.67,26.10 - 28.50,29.00 - 30.00,2.90 - 3.90,28.00,1013.50,16321,2,-0.178
@_,SBRE.L,Sabre Insurance Group plc,Financial Services,Insurance Brokers,0.75,143.95 - 145.80,145.60 - 148.60,1.65 - 4.65,148.80,259.76,659483,5,0.259
@_,SBRY.L,J Sainsbury plc,Consumer Defensive,Grocery Stores,2.00,276.50 - 282.20,283.40 - 286.60,6.90 - 10.10,280.80,260.20,7298638,7,0.949
@_,SBTX.L,SkinBioTherapeutics plc,Healthcare,Biotechnology,0.80,16.31 - 16.63,16.50 - 17.00,0.19 - 0.69,17.00,470.14,1162417,6,0.76
@_,SCE.L,Surface Transforms Plc,Consumer Cyclical,Auto Parts,0.71,0.88 - 0.93,0.94 - 0.99,0.05 - 0.10,0.95,1707.53,3375347,6,0.134
@_,SCF.L,Schroder Income Growth Ord,Financial Services,Asset Management,7.00,308.00 - 308.00,315.00 - 315.00,7.00 - 7.00,315.00,112.00,63812,3,UNKNOWN
@_,SCGL.L,Sealand Capital Galaxy Limited,Communication Services,Internet Content & Information,0.00,0.40 - 0.42,0.42 - 0.45,0.02 - 0.05,0.43,2473.94,4224901,6,-0.216
@_,SCLP.L,Scancell Holdings plc,Healthcare,Biotechnology,1.00,9.41 - 10.00,10.19 - 10.50,0.77 - 1.09,10.25,1965.54,813078,5,-0.016
@_,SCT.L,Softcat plc,Technology,Electronics & Computer Distribution,1.00,1603.00 - 1661.00,1631.00 - 1684.00,28.00 - 81.00,1657.70,321.00,339495,4,0.753
*_,SDG.L,Sanderson Design Group plc,Consumer Cyclical,Furnishings  Fixtures & Appliances,0.57,50.11 - 54.50,51.70 - 57.00,1.59 - 6.89,52.50,1183.56,157183,3,0.831
@_,SDI.L,SDI Group plc,Technology,Scientific & Technical Instruments,0.80,89.00 - 91.60,92.00 - 94.04,3.00 - 5.04,95.00,746.62,183312,3,1.239
@_,SDP.L,Schroder AsiaPacific Ord,Financial Services,Asset Management,2.00,562.00 - 562.00,569.00 - 569.00,7.00 - 7.00,569.00,56.00,332187,4,UNKNOWN
@_,SDR.L,Schroders plc,Financial Services,Asset Management,2.00,363.00 - 375.60,370.60 - 384.00,7.60 - 21.00,383.80,460.20,2761864,6,1.187
*_,SDY.L,Speedy Hire Plc,Industrials,Rental & Leasing Services,1.00,29.84 - 30.83,30.95 - 31.55,1.11 - 1.70,28.70,559.51,967018,5,1.084
@_,SEA.L,Seascape Energy Asia plc,Energy,Oil & Gas E&P,0.71,54.00 - 64.20,56.79 - 66.40,2.79 - 12.40,65.00,1672.26,420730,4,-0.863
*_,SEE.L,Seeing Machines Limited,Technology,Software Infrastructure,0.18,2.90 - 3.08,3.09 - 3.16,0.19 - 0.26,2.87,1924.94,7133839,7,0.412
@_,SEIT.L,SDCL Efficiency Income Trust plc.,UNKNOWN,UNKNOWN,3.00,56.00 - 56.70,56.80 - 57.60,0.80 - 1.60,57.60,150.40,3768734,6,UNKNOWN
*_,SEPL.L,Seplat Energy Plc,Energy,Oil & Gas E&P,1.25,222.80 - 235.50,229.00 - 244.00,6.20 - 21.20,230.00,628.90,259089,4,-0.036
@_,SEQI.L,Sequoia Economic Infrastructure Inc Ord,Financial Services,Asset Management,1.00,79.50 - 79.50,80.80 - 80.80,1.30 - 1.30,81.10,80.60,UNKNOWN,0,UNKNOWN
@_,SERE.L,Schroder European Real Estate Inv Trust,Real Estate,REIT Diversified,4.00,68.00 - 68.00,69.80 - 69.80,1.80 - 1.80,69.60,131.40,208838,4,UNKNOWN
*_,SFOR.L,S4 Capital plc,Communication Services,Advertising Agencies,0.00,25.50 - 25.69,25.77 - 26.00,0.27 - 0.50,23.53,180.96,1997962,6,0.847
*_,SFR.L,Severfield plc,Industrials,Engineering & Construction,0.75,35.40 - 38.99,37.30 - 40.00,1.90 - 4.60,35.20,738.94,640197,5,0.833
*_,SFT.L,Software Circle plc,Industrials,Specialty Business Services,2.00,28.31 - 29.50,29.00 - 29.81,0.69 - 1.50,29.00,261.33,243632,4,-0.29
@_,SGE.L,The Sage Group plc,Technology,Software Application,1.00,1176.50 - 1233.00,1210.50 - 1247.06,34.00 - 70.56,1225.50,310.24,2935505,6,0.382
*_,SGRO.L,SEGRO Plc,Real Estate,REIT Industrial,0.50,659.14 - 666.60,668.20 - 675.20,9.06 - 16.06,657.00,123.62,1577536,6,0.825
*_,SHC.L,Shaftesbury Capital PLC,Real Estate,REIT Retail,1.33,151.80 - 153.31,153.80 - 155.20,2.00 - 3.40,151.30,182.08,4427613,6,1.149
@_,SHEL.L,Shell plc,Energy,Oil & Gas Integrated,3.00,2550.00 - 2550.00,2651.00 - 2651.00,101.00 - 101.00,2670.50,101.00,7150652,7,0.301
@_,SHI.L,SIG plc,Industrials,Industrial Distribution,0.40,14.39 - 15.10,15.00 - 16.00,0.61 - 1.61,15.42,1147.48,3859145,6,1.25
*_,SHOE.L,Shoe Zone plc,Consumer Cyclical,Apparel Retail,0.62,98.00 - 104.00,101.50 - 108.00,3.50 - 10.00,101.50,1457.89,16004,2,1.081
@_,SHRS.L,Shires Income Ord,Financial Services,Asset Management,1.00,275.50 - 275.50,282.00 - 282.00,6.50 - 6.50,282.00,117.00,51226,3,UNKNOWN
*_,SKA.L,Shuka Minerals Plc,Basic Materials,Other Industrial Metals & Mining,0.50,3.66 - 4.06,4.19 - 4.50,0.53 - 0.84,3.75,2057.34,447307,4,0.714
@_,SKL.L,Skillcast Group plc,Technology,Software Application,0.00,47.00 - 47.00,48.12 - 48.12,1.12 - 1.12,47.00,118.72,6830,1,0.364
*_,SLP.L,Sylvania Platinum Limited,Basic Materials,Other Precious Metals & Mining,0.60,67.64 - 69.00,68.50 - 71.00,0.86 - 3.36,67.80,541.43,674012,5,0.474
@_,SMIN.L,Smiths Group plc,Industrials,Specialty Industrial Machinery,2.00,2220.00 - 2268.00,2252.00 - 2310.00,32.00 - 90.00,2307.00,224.00,939740,5,0.595
@_,SML.L,Strategic Minerals Plc,Basic Materials,Other Industrial Metals & Mining,1.67,0.29 - 0.30,0.32 - 0.33,0.03 - 0.04,0.32,1527.09,14142037,8,0.447
@_,SMT.L,Scottish Mortgage Ord,Financial Services,Asset Management,6.00,1026.00 - 1026.00,1046.00 - 1046.00,20.00 - 20.00,1045.50,80.00,2917536,6,UNKNOWN
