I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk,Num of Trades
*_,NXQ.L,Nexteq plc,Consumer Cyclical,Gambling,0.30,72.40 - 73.40,74.00 - 75.00,1.60 - 2.60,73.00,1081.30,95811,3,0.755,10
*_,NXR.L,Norcros plc,Industrials,Building Products & Equipment,0.25,280.00 - 283.00,285.00 - 292.00,5.00 - 12.00,278.00,425.00,36297,2,0.827,4
@_,OBD.L,Oxford BioDynamics Plc,Healthcare,Diagnostics & Research,0.12,0.43 - 0.48,0.48 - 0.52,0.05 - 0.09,0.47,9343.58,32061275,8,-0.403,34
*_,OBI.L,Ondine Biomedical Inc.,Healthcare,Biotechnology,0.11,14.02 - 18.16,14.80 - 18.50,0.78 - 4.48,16.50,2741.32,455022,4,0.265,19
*_,OCDO.L,Ocado Group plc,Consumer Defensive,Grocery Stores,0.17,353.80 - 370.90,362.10 - 374.90,8.30 - 21.10,359.20,467.88,1941810,6,2.046,6
@_,OCN.L,Ocean Wilsons Holdings Limited,Financial Services,Asset Management,0.44,1115.00 - 1210.00,1133.80 - 1225.00,18.80 - 110.00,1207.77,728.36,79710,3,0.825,9
*_,OHGR.L,One Health Group Plc,Healthcare,Medical Care Facilities,0.25,242.22 - 258.88,250.72 - 265.00,8.50 - 22.78,250.00,548.56,6170,1,UNKNOWN,4
@_,OIG.L,Oryx International Growth Ord,Financial Services,Asset Management,0.43,1365.00 - 1387.50,1388.00 - 1410.00,23.00 - 45.00,1387.50,519.90,13331,2,UNKNOWN,7
*_,OIT.L,Odyssean Investment Trust Ord,Financial Services,Asset Management,0.71,152.30 - 154.45,155.15 - 157.00,2.85 - 4.70,152.00,593.92,129858,3,UNKNOWN,7
*_,OMG.L,Oxford Metrics plc,Technology,Software Application,0.12,43.50 - 44.39,43.96 - 45.60,0.46 - 2.10,44.00,1701.13,268918,4,0.847,16
*_,OMI.L,Orosur Mining Inc.,Basic Materials,Gold,0.05,11.83 - 12.75,12.10 - 13.00,0.27 - 1.17,11.75,2527.33,1300131,6,-0.287,20
@_,OMU.L,Old Mutual Limited,Financial Services,Financial Conglomerates,0.75,52.40 - 55.80,53.00 - 56.60,0.60 - 4.20,56.20,643.89,175344,3,0.915,8
@_,ONDO.L,Ondo InsurTech Plc,Technology,Scientific & Technical Instruments,0.08,27.00 - 30.50,28.00 - 31.00,1.00 - 4.00,30.50,3089.06,371370,4,-0.113,25
*_,ONT.L,Oxford Nanopore Technologies plc,Healthcare,Biotechnology,0.00,213.20 - 220.60,215.80 - 223.80,2.60 - 10.60,209.14,357.80,1552218,6,0.898,5
@_,OPG.L,OPG Power Ventures Plc,Utilities,Utilities Independent Power Producers,0.71,8.05 - 8.57,8.74 - 8.80,0.69 - 0.75,8.25,1340.62,300409,4,0.424,7
@_,OPT.L,Optima Health plc,Healthcare,Health Information Services,0.80,212.00 - 214.50,216.00 - 217.90,4.00 - 5.90,217.90,416.07,71806,3,UNKNOWN,5
*_,OPTI.L,OptiBiotix Health Plc,Healthcare,Biotechnology,0.23,10.11 - 12.61,10.48 - 13.24,0.37 - 3.13,11.75,3049.78,483329,4,1.699,13
*_,ORCA.L,Orcadian Energy Plc,Energy,Oil & Gas E&P,0.00,9.00 - 9.20,9.24 - 10.00,0.24 - 1.00,8.50,989.85,37783,2,-2.158,4
*_,ORCH.L,Orchard Funding Group plc,Financial Services,Credit Services,0.00,59.00 - 62.45,61.00 - 64.49,2.00 - 5.49,61.00,1296.15,24962,2,-0.156,7
*_,ORIT.L,Octopus Renewables Infrastructure Ord,Financial Services,Asset Management,0.56,69.96 - 70.93,71.30 - 72.00,1.34 - 2.04,70.33,739.14,981968,5,UNKNOWN,9
*_,ORR.L,Oriole Resources PLC,Basic Materials,Gold,1.25,0.20 - 0.21,0.21 - 0.23,0.01 - 0.03,0.20,1726.20,22853004,8,0.704,4
@_,OSB.L,OSB Group Plc,Financial Services,Mortgage Finance,2.00,515.50 - 515.50,554.50 - 554.50,39.00 - 39.00,554.00,351.00,872831,5,1.293,1
@_,OTB.L,On the Beach Group plc,Consumer Cyclical,Travel Services,0.44,268.50 - 291.00,272.50 - 294.00,4.00 - 25.50,293.00,640.99,490548,4,2.14,9
@_,OXB.L,Oxford Biomedica plc,Healthcare,Biotechnology,0.25,443.50 - 537.21,453.50 - 544.00,10.00 - 100.50,541.00,1457.76,239938,4,0.896,16
@_,OXIG.L,Oxford Instruments plc,Technology,Scientific & Technical Instruments,2.33,1821.78 - 1846.00,1848.00 - 1918.00,26.22 - 96.22,1870.00,276.94,75143,3,0.996,3
@_,PAC.L,Pacific Assets Trust plc,UNKNOWN,UNKNOWN,1.00,350.00 - 353.11,354.00 - 359.00,4.00 - 9.00,354.00,271.46,409493,4,UNKNOWN,4
@_,PAF.L,Pan African Resources PLC,Basic Materials,Gold,1.67,61.20 - 61.60,62.80 - 62.80,1.60 - 1.60,62.50,348.30,3067196,6,0.399,3
@_,PAG.L,Paragon Banking Group PLC,Financial Services,Mortgage Finance,4.00,908.00 - 908.00,928.79 - 928.79,20.79 - 20.79,925.50,103.95,236055,4,1.559,1
*_,PAGE.L,PageGroup plc,Industrials,Staffing & Employment Services,0.33,258.00 - 262.60,261.70 - 267.80,3.70 - 9.80,256.60,248.90,772290,5,1.098,3
*_,PALM.L,Panther Metals PLC,Basic Materials,Gold,0.29,82.00 - 99.40,85.00 - 101.30,3.00 - 19.30,92.50,2369.57,42186,2,0.07,14
*_,PANR.L,Pantheon Resources Plc,Energy,Oil & Gas E&P,0.14,23.91 - 32.55,24.15 - 32.99,0.24 - 9.07,31.36,2858.70,9344128,7,-0.87,22
*_,PAT.L,Panthera Resources PLC,Basic Materials,Gold,0.07,11.70 - 12.10,12.20 - 12.50,0.50 - 0.80,11.60,2419.18,584358,5,1.174,14
*_,PAY.L,PayPoint plc,Technology,Software Infrastructure,1.00,728.00 - 750.00,736.34 - 758.56,8.34 - 30.56,733.00,245.94,131207,3,0.474,4
*_,PBEE.L,PensionBee Group plc,Financial Services,Capital Markets,0.50,160.68 - 169.65,163.00 - 171.50,2.32 - 10.82,165.75,772.99,514527,5,0.424,8
*_,PCA.L,Palace Capital Plc,Real Estate,REIT Diversified,0.11,215.00 - 229.00,220.00 - 234.00,5.00 - 19.00,220.00,1122.88,17700,2,0.247,9
@_,PCFT.L,Polar Capital Global Financials Ord,Financial Services,Asset Management,3.50,210.73 - 211.68,213.00 - 214.00,2.27 - 3.27,212.00,105.57,237892,4,UNKNOWN,2
@_,PCGH.L,Polar Capital Global Healthcare Trust plc,UNKNOWN,UNKNOWN,0.50,321.00 - 340.00,324.60 - 343.78,3.60 - 22.78,344.00,575.42,263099,4,UNKNOWN,10
*_,PCT.L,Polar Capital Technology Ord,Financial Services,Asset Management,0.00,407.00 - 407.00,411.83 - 411.83,4.83 - 4.83,396.62,57.96,2878927,6,UNKNOWN,1
@_,PCTN.L,Picton Property Income Limited,Real Estate,REIT Diversified,1.00,74.30 - 75.00,75.50 - 76.90,1.20 - 2.60,75.80,385.32,856018,5,0.546,4
*_,PDL.L,Petra Diamonds Limited,Basic Materials,Other Precious Metals & Mining,0.09,19.25 - 22.14,20.20 - 23.00,0.95 - 3.75,22.00,5178.15,408103,4,-0.149,22
*_,PEB.L,Pebble Beach Systems Group plc,Technology,Communication Equipment,0.17,13.39 - 17.61,14.40 - 18.44,1.01 - 5.05,17.00,3726.32,408797,4,0.549,12
@_,PEBB.L,The Pebble Group plc,Communication Services,Advertising Agencies,1.33,56.00 - 56.36,57.00 - 57.00,1.00 - 1.00,56.00,202.52,1304397,6,0.89,3
*_,PEEL.L,Peel Hunt Limited,Financial Services,Capital Markets,0.60,95.00 - 96.00,97.00 - 97.00,2.00 - 2.00,94.50,395.20,30087,2,1.131,5
@_,PEN.L,Pennant International Group plc,Technology,Software Application,0.33,21.80 - 22.50,22.67 - 23.00,0.87 - 1.20,23.00,717.61,115318,3,0.266,6
@_,PET.L,Petrel Resources Plc,Energy,Oil & Gas E&P,3.00,0.76 - 0.76,0.88 - 0.88,0.12 - 0.12,0.90,792.00,107381,3,0.618,1
*_,PETS.L,Pets at Home Group Plc,Consumer Cyclical,Specialty Retail,0.56,223.88 - 237.40,227.20 - 241.60,3.32 - 17.72,236.80,630.58,605512,5,0.927,9
@_,PFD.L,Premier Foods plc,Consumer Defensive,Packaged Foods,1.00,185.40 - 187.80,189.78 - 190.60,4.38 - 5.20,188.40,186.68,2230600,6,0.415,2
@_,PGH.L,Personal Group Holdings Plc,Financial Services,Insurance Property & Casualty,0.31,332.28 - 368.00,335.75 - 372.60,3.47 - 40.32,373.00,1044.51,55559,3,0.139,13
@_,PHAR.L,Pharos Energy plc,Energy,Oil & Gas E&P,0.09,20.10 - 21.10,21.08 - 21.90,0.98 - 1.80,21.50,2121.46,181907,3,0.795,11
@_,PHE.L,PowerHouse Energy Group Plc,Industrials,Specialty Industrial Machinery,0.50,0.64 - 0.64,0.67 - 0.67,0.03 - 0.03,0.65,468.72,5491981,7,2.702,2
@_,PHI.L,Pacific Horizon Ord,Financial Services,Asset Management,1.67,662.00 - 665.00,670.00 - 674.02,8.00 - 12.02,670.00,175.14,139681,3,UNKNOWN,3
*_,PHLL.L,Petershill Partners Ord,Financial Services,Asset Management,0.60,230.95 - 237.50,234.50 - 244.00,3.55 - 13.05,237.00,573.30,537850,5,UNKNOWN,5
@_,PHNX.L,Phoenix Group Holdings plc,Financial Services,Insurance Life,1.50,685.00 - 685.00,697.50 - 698.00,12.50 - 13.00,696.00,178.50,1757283,6,0.796,2
@_,PHP.L,Primary Health Properties Plc,Real Estate,REIT Healthcare Facilities,2.50,91.80 - 92.55,93.69 - 93.70,1.89 - 1.90,94.05,164.16,22218455,8,0.605,2
@_,PIN.L,Pantheon International Ord,Financial Services,Asset Management,0.50,320.00 - 326.34,326.81 - 331.00,6.81 - 11.00,330.50,314.10,586441,5,UNKNOWN,4
@_,PINE.L,Pinewood Technologies Group PLC,Technology,Software Application,0.80,512.00 - 524.56,522.00 - 538.00,10.00 - 26.00,526.00,435.24,74864,3,-0.131,5
*_,PINT.L,Pantheon Infrastructure Ord,Financial Services,Asset Management,1.00,103.87 - 105.60,105.00 - 107.00,1.13 - 3.13,103.50,359.29,1018378,6,UNKNOWN,6
*_,PLSR.L,Pulsar Helium Inc.,Basic Materials,Other Industrial Metals & Mining,0.57,25.90 - 30.78,26.50 - 31.92,0.60 - 6.02,24.20,2986.99,249055,4,-0.43,7
*_,PLUS.L,Plus500 Ltd.,Financial Services,Capital Markets,0.00,3150.00 - 3150.00,3214.00 - 3214.00,64.00 - 64.00,3082.00,64.00,221465,4,0.412,1
@_,PMG.L,The Parkmead Group plc,Energy,Oil & Gas E&P,0.00,16.11 - 16.38,16.50 - 17.00,0.39 - 0.89,16.50,1108.67,75593,3,0.97,8
*_,PMI.L,Premier Miton Group plc,Financial Services,Asset Management,0.29,66.10 - 67.11,67.37 - 68.00,1.27 - 1.90,66.50,525.93,184046,3,0.843,7
*_,PMP.L,Portmeirion Group PLC,Consumer Cyclical,Furnishings  Fixtures & Appliances,0.67,132.90 - 133.51,135.00 - 137.63,2.10 - 4.73,131.00,307.84,8034,1,0.684,3
@_,PNN.L,Pennon Group Plc,Utilities,Utilities Regulated Water,2.00,478.60 - 486.80,484.20 - 492.80,5.60 - 14.20,492.80,226.20,655151,5,0.335,3
@_,POLB.L,Poolbeg Pharma PLC,Healthcare,Biotechnology,0.00,2.90 - 2.97,3.00 - 3.10,0.10 - 0.20,3.05,2779.02,1055022,6,1.937,15
@_,POLN.L,Pollen Street Group Limited,Financial Services,Asset Management,1.00,816.00 - 822.00,830.00 - 837.78,14.00 - 21.78,832.00,416.04,57690,3,0.05,5
*_,POLR.L,Polar Capital Holdings Plc,Financial Services,Asset Management,0.00,484.50 - 487.50,493.00 - 498.00,8.50 - 13.50,480.00,190.00,220053,4,1.028,2
*_,POLX.L,Polarean Imaging plc,Healthcare,Medical Devices,0.00,0.95 - 0.98,1.00 - 1.05,0.05 - 0.10,0.95,1568.36,1842862,6,-0.02,4
*_,POS.L,Plexus Holdings plc,Energy,Oil & Gas Equipment & Services,0.00,7.50 - 8.29,7.75 - 8.38,0.25 - 0.88,7.75,867.51,191792,3,-0.035,6
*_,POW.L,Power Metal Resources plc,Basic Materials,Other Industrial Metals & Mining,0.09,14.00 - 15.88,14.27 - 16.60,0.27 - 2.60,15.50,3625.37,806214,5,0.124,22
@_,PPET.L,Patria Private Equity Trust,Financial Services,Asset Management,0.44,542.00 - 548.00,552.00 - 554.91,10.00 - 12.91,549.95,601.74,55022,3,UNKNOWN,9
*_,PPH.L,PPHE Hotel Group Limited,Consumer Cyclical,Lodging,1.00,1696.00 - 1696.00,1736.00 - 1736.00,40.00 - 40.00,1680.00,80.00,20252,2,0.675,1
*_,PPHC.L,Public Policy Holding Company  Inc.,Industrials,Consulting Services,0.00,173.30 - 174.50,176.88 - 176.88,3.57 - 3.58,173.00,166.88,28020,2,-0.002,2
@_,PR1.L,UNKNOWN,Technology,Software Infrastructure,0.08,3.53 - 5.20,3.68 - 5.35,0.15 - 1.82,5.20,6099.71,5878193,7,0.745,24
@_,PRD.L,Predator Oil & Gas Holdings Plc,Energy,Oil & Gas E&P,0.18,3.21 - 3.33,3.32 - 3.57,0.11 - 0.36,3.35,5256.88,1052619,6,0.923,22
@_,PRE.L,Pensana Plc,Basic Materials,Other Industrial Metals & Mining,0.23,76.80 - 83.40,79.61 - 85.80,2.81 - 9.00,84.80,2269.15,682870,5,0.896,22
@_,PRIM.L,Primorus Investments plc,Financial Services,Asset Management,0.50,3.87 - 3.89,4.10 - 4.30,0.23 - 0.43,4.00,824.65,354825,4,0.261,2
@_,PRM.L,Proteome Sciences plc,Healthcare,Diagnostics & Research,2.00,2.92 - 3.00,3.10 - 3.30,0.17 - 0.38,3.10,1298.68,157428,3,-0.007,3
*_,PROC.L,ProCook Group plc,Consumer Cyclical,Specialty Retail,0.00,43.00 - 43.37,45.00 - 46.00,2.00 - 3.00,41.40,872.10,45863,2,1.001,3
@_,PRSR.L,The PRS REIT plc,UNKNOWN,UNKNOWN,2.00,103.72 - 103.80,105.40 - 107.80,1.68 - 4.08,105.00,272.64,1027200,6,UNKNOWN,2
@_,PRTC.L,PureTech Health plc,Healthcare,Biotechnology,0.55,127.95 - 137.60,129.65 - 139.00,1.70 - 11.05,138.60,928.55,549706,5,0.862,11
@_,PRU.L,Prudential plc,Financial Services,Insurance Life,2.00,977.80 - 997.81,996.40 - 1008.35,18.60 - 30.55,998.60,197.00,4421483,6,1.218,3
*_,PRV.L,Porvair plc,Industrials,Pollution & Treatment Controls,0.30,700.00 - 737.53,720.00 - 758.00,20.00 - 58.00,722.00,1000.26,85779,3,0.45,10
*_,PSDL.L,Phoenix Spree Deutschland Ord,Real Estate,Real Estate Services,0.75,162.50 - 164.00,166.00 - 167.50,3.50 - 5.00,162.00,406.20,73014,3,UNKNOWN,4
@_,PSH.L,Pershing Square Holdings Ord,UNKNOWN,UNKNOWN,4.50,4210.37 - 4262.00,4278.00 - 4328.00,67.63 - 117.63,4294.00,133.63,166764,3,UNKNOWN,2
@_,PSN.L,Persimmon Plc,Consumer Cyclical,Residential Construction,0.75,1094.00 - 1107.00,1109.30 - 1131.83,15.30 - 37.83,1129.00,350.52,1520526,6,1.309,4
@_,PSON.L,Pearson plc,Communication Services,Publishing,2.33,1063.50 - 1086.00,1078.00 - 1101.50,14.50 - 38.00,1099.00,180.00,1403510,6,0.305,3
*_,PTAL.L,PetroTal Corp.,Energy,Oil & Gas E&P,0.15,36.22 - 37.40,37.00 - 38.00,0.78 - 1.78,35.75,1148.21,583916,5,1.111,13
@_,PTEC.L,Playtech plc,Consumer Cyclical,Gambling,0.80,418.50 - 420.85,424.00 - 425.50,5.50 - 7.00,425.50,280.61,421743,4,0.7,5
@_,PTSB.L,Permanent TSB Group Holdings plc,Financial Services,Banks Regional,0.17,2.20 - 2.26,2.28 - 2.32,0.08 - 0.12,2.27,1610.64,15359,2,0.777,12
@_,PULS.L,Pulsar Group plc,Technology,Software Application,0.00,39.00 - 39.00,40.00 - 40.00,1.00 - 1.00,39.50,128.00,22360,2,0.194,1
*_,PXC.L,Phoenix Copper Limited,Basic Materials,Other Industrial Metals & Mining,0.00,2.72 - 2.92,2.84 - 3.10,0.11 - 0.38,2.65,1554.03,1221409,6,0.534,8
@_,PXEN.L,Prospex Energy Plc,Energy,Oil & Gas E&P,0.00,4.43 - 4.54,4.55 - 4.67,0.12 - 0.24,4.60,959.85,694942,5,-1.427,8
@_,PXS.L,Provexis plc,Healthcare,Drug Manufacturers Specialty & Generic,0.50,0.69 - 0.69,0.76 - 0.78,0.07 - 0.09,0.74,1158.37,183126,3,0.824,2
@_,PYX.L,PYX Resources Limited,Basic Materials,Other Industrial Metals & Mining,1.67,0.40 - 0.50,0.59 - 0.62,0.19 - 0.22,0.59,4562.81,110943,3,-0.309,3
@_,PZC.L,PZ Cussons plc,Consumer Defensive,Household & Personal Products,0.83,68.00 - 69.20,68.90 - 71.00,0.90 - 3.00,71.50,531.12,824327,5,0.425,6
@_,QBT.L,Quantum Blockchain Technologies Plc,Financial Services,Capital Markets,0.00,0.70 - 0.72,0.73 - 0.80,0.03 - 0.10,0.73,6567.04,3357937,6,1.456,25
@_,QED.L,Quadrise Plc,Energy,Oil & Gas Integrated,0.13,3.03 - 3.45,3.17 - 3.56,0.15 - 0.54,3.44,6831.28,5332124,7,1.199,31
@_,QLT.L,Quilter plc,Financial Services,Asset Management,0.20,164.10 - 166.70,165.80 - 168.70,1.70 - 4.60,168.40,289.00,1741499,6,0.854,5
*_,QQ.L,QinetiQ Group plc,Industrials,Aerospace & Defense,1.33,482.80 - 483.80,488.00 - 492.20,5.20 - 9.40,483.40,196.00,1470992,6,0.53,3
*_,QTX.L,Quartix Technologies plc,Technology,Scientific & Technical Instruments,0.00,270.00 - 273.34,273.70 - 277.96,3.70 - 7.96,266.00,347.40,32729,2,0.652,4
*_,QUBE.L,Quantum Base Holdings PLC,Industrials,Security & Protection Services,0.09,20.00 - 21.33,21.44 - 23.00,1.44 - 3.00,21.00,7617.84,41965,2,UNKNOWN,22
@_,RAT.L,Rathbones Group Plc,Financial Services,Asset Management,1.25,1884.00 - 1912.00,1938.00 - 1946.00,54.00 - 62.00,1928.00,312.00,70853,3,0.609,4
*_,RBN.L,Robinson plc,Consumer Cyclical,Packaging & Containers,0.15,136.20 - 154.00,141.40 - 159.85,5.20 - 23.65,150.00,2538.49,23810,2,UNKNOWN,13
*_,RBW.L,Rainbow Rare Earths Limited,Basic Materials,Other Industrial Metals & Mining,0.00,14.68 - 17.20,16.00 - 18.00,1.32 - 3.32,14.41,1732.32,1418044,6,1.579,8
@_,RCDO.L,Ricardo plc,Industrials,Consulting Services,5.00,422.00 - 422.00,427.00 - 427.00,5.00 - 5.00,424.00,55.00,766378,5,0.136,1
*_,RCFX.L,RC Fornax Plc,Industrials,Consulting Services,0.00,11.56 - 13.55,12.00 - 15.00,0.44 - 3.44,10.50,6125.34,1923995,6,UNKNOWN,14
@_,RCGH.L,RC365 Holding plc,Technology,Software Infrastructure,0.00,1.00 - 1.01,1.09 - 1.20,0.09 - 0.20,1.10,9194.10,251564,4,0.545,15
@_,RCH.L,Reach plc,Communication Services,Publishing,0.75,69.10 - 71.68,70.00 - 75.10,0.90 - 6.00,73.50,804.10,1744205,6,1.077,4
*_,RCN.L,Redcentric plc,Technology,Information Technology Services,0.70,120.50 - 139.50,122.08 - 142.00,1.58 - 21.50,139.04,1848.95,69125,3,0.052,10
@_,RCP.L,RIT Capital Partners Ord,Financial Services,Asset Management,2.00,1950.00 - 1974.61,1990.00 - 2010.00,40.00 - 60.00,1999.00,150.78,193537,3,UNKNOWN,2
@_,RE.L,R.E.A. Holdings plc,Consumer Defensive,Farm Products,0.20,93.00 - 97.75,94.50 - 99.50,1.50 - 6.50,98.00,1031.42,44284,2,0.453,10
@_,REAT.L,REACT Group PLC,Industrials,Specialty Business Services,0.50,50.30 - 50.41,50.95 - 51.00,0.65 - 0.70,50.50,122.76,40694,2,0.494,2
@_,REC.L,Record plc,Financial Services,Asset Management,0.29,60.00 - 62.91,62.00 - 63.91,2.00 - 3.91,62.00,672.34,256657,4,0.86,7
*_,RECI.L,Real Estate Credit Investments Ord,Financial Services,Asset Management,0.50,127.00 - 127.50,128.98 - 129.00,1.98 - 2.00,124.35,135.72,331621,4,UNKNOWN,2
*_,REE.L,Altona Rare Earths Plc,Basic Materials,Other Industrial Metals & Mining,1.33,1.45 - 1.71,1.78 - 2.04,0.33 - 0.59,1.50,2554.95,4172236,6,0.12,3
@_,REL.L,RELX PLC,Industrials,Specialty Business Services,1.67,3499.00 - 3570.00,3556.00 - 3627.00,57.00 - 128.00,3582.00,169.00,4105082,6,0.475,3
@_,RENX.L,Renalytix Plc,Healthcare,Health Information Services,0.00,5.51 - 5.70,5.75 - 6.00,0.24 - 0.49,5.75,3137.06,148386,3,1.592,10
*_,RESI.L,Residential Secure Income Ord,Real Estate,REIT Residential,0.17,58.00 - 60.48,58.80 - 61.40,0.80 - 3.40,58.80,475.20,254356,4,UNKNOWN,6
@_,REVB.L,Revolution Beauty Group plc,Consumer Defensive,Household & Personal Products,0.05,3.18 - 4.26,3.80 - 4.40,0.62 - 1.22,4.20,8905.96,1473417,6,1.114,22
*_,RFG.L,Roebuck Food Group plc,Consumer Defensive,Food Distribution,6.00,15.50 - 15.50,16.20 - 16.20,0.70 - 0.70,15.00,225.40,17539,2,0.038,1
*_,RFX.L,Ramsdens Holdings PLC,Consumer Cyclical,Luxury Goods,0.19,327.10 - 331.05,331.45 - 339.44,4.35 - 12.34,327.50,1250.55,51805,3,0.615,16
*_,RGL.L,Regional REIT Ord,Real Estate,REIT Office,0.45,121.40 - 124.56,123.20 - 128.20,1.80 - 6.80,123.20,918.60,152879,3,UNKNOWN,11
@_,RHIM.L,RHI Magnesita N.V.,Industrials,Metal Fabrication,0.33,2205.00 - 2205.00,2245.00 - 2260.00,40.00 - 55.00,2270.00,300.00,17285,2,1.436,3
@_,RICA.L,Ruffer Investment Company,Financial Services,Asset Management,1.67,284.06 - 284.50,288.00 - 384.50,3.94 - 100.44,285.00,1846.54,590150,5,UNKNOWN,3
@_,RIII.L,Rights & Issues Investment Trust Ord,Financial Services,Asset Management,4.00,2135.00 - 2135.00,2205.00 - 2205.00,70.00 - 70.00,2205.00,140.00,7590,1,UNKNOWN,1
*_,RIO.L,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,2.33,4480.50 - 4640.50,4561.00 - 4693.00,80.50 - 212.50,4600.00,191.00,2629942,6,0.615,3
*_,RKH.L,Rockhopper Exploration plc,Energy,Oil & Gas E&P,0.43,71.60 - 74.60,73.00 - 75.80,1.40 - 4.20,73.10,629.44,1545171,6,0.124,7
@_,RLE.L,Real Estate Investors Plc,Real Estate,REIT Diversified,0.50,31.65 - 32.22,32.69 - 32.95,1.04 - 1.30,32.00,1166.11,84935,3,0.495,8
@_,RM.L,RM plc,Technology,Software Application,0.33,98.00 - 100.00,101.00 - 104.00,3.00 - 6.00,101.00,1004.50,139718,3,1.628,9
@_,RMII.L,RM Infrastructure Income Ord,Financial Services,Asset Management,0.33,64.00 - 65.04,65.50 - 68.50,1.50 - 4.50,65.25,1027.90,44226,2,UNKNOWN,9
@_,RMR.L,Rome Resources Plc,Basic Materials,Other Industrial Metals & Mining,0.43,0.28 - 0.30,0.30 - 0.31,0.02 - 0.03,0.31,1707.84,15871874,8,UNKNOWN,7
@_,RMV.L,Rightmove plc,Communication Services,Internet Content & Information,4.00,758.40 - 758.40,768.23 - 768.23,9.83 - 9.83,770.20,58.98,2117793,6,0.973,1
*_,RNK.L,The Rank Group Plc,Consumer Cyclical,Gambling,1.50,139.98 - 142.00,143.00 - 150.00,3.02 - 10.02,136.60,385.70,719547,5,2.344,2
@_,RNO.L,Renold plc,Industrials,Specialty Industrial Machinery,0.50,80.60 - 80.75,81.60 - 81.60,1.00 - 1.00,81.20,113.85,1201902,6,0.577,2
*_,RNWH.L,Renew Holdings plc,Industrials,Engineering & Construction,0.25,814.82 - 841.40,824.00 - 855.00,9.18 - 40.18,841.00,249.08,103702,3,0.82,4
@_,ROAD.L,Roadside Real Estate plc,Real Estate,Real Estate Development,0.83,47.33 - 52.71,51.75 - 53.25,4.42 - 5.92,53.25,918.22,150756,3,UNKNOWN,6
@_,ROO.L,Deliveroo plc,Consumer Cyclical,Internet Retail,3.00,176.40 - 176.40,178.60 - 178.60,2.20 - 2.20,178.20,61.60,16863171,8,0.612,1
*_,ROQ.L,Roquefort Therapeutics plc,Healthcare,Biotechnology,0.00,1.51 - 1.55,1.64 - 1.80,0.13 - 0.29,1.25,2579.74,869997,5,-0.434,5
@_,ROR.L,Rotork plc,Industrials,Specialty Industrial Machinery,1.33,339.60 - 347.80,346.60 - 352.80,7.00 - 13.20,352.60,238.00,1961608,6,0.821,3
@_,ROSE.L,Rosebank Industries plc,Financial Services,Asset Management,0.00,330.00 - 330.00,340.00 - 340.00,10.00 - 10.00,337.10,150.00,182289,3,UNKNOWN,1
@_,RPI.L,Raspberry Pi Holdings plc,Technology,Electronic Components,1.67,392.78 - 403.20,406.40 - 408.40,13.62 - 15.62,408.20,300.24,217242,4,UNKNOWN,3
*_,RR.L,Rolls-Royce Holdings plc,Industrials,Aerospace & Defense,0.00,1088.50 - 1088.50,1109.16 - 1109.16,20.66 - 20.66,1040.00,82.64,38661574,8,1.802,1
@_,RS1.L,RS Group plc,Industrials,Industrial Distribution,1.00,553.00 - 572.50,561.50 - 582.50,8.50 - 29.50,583.00,364.50,502600,5,0.777,5
@_,RSE.L,Riverstone Energy Ord,Financial Services,Asset Management,0.00,846.00 - 880.20,872.00 - 900.00,26.00 - 54.00,888.00,1020.25,8445,1,UNKNOWN,9
@_,RSG.L,Resolute Mining Limited,Basic Materials,Gold,0.20,32.75 - 34.83,33.49 - 35.50,0.74 - 2.75,35.85,1207.81,194703,3,1.168,10
@_,RST.L,Restore plc,Industrials,Specialty Business Services,0.50,255.00 - 265.50,264.00 - 270.00,9.00 - 15.00,262.00,496.87,163268,3,0.287,6
@_,RSW.L,Renishaw plc,Technology,Scientific & Technical Instruments,2.25,3032.67 - 3190.00,3176.54 - 3255.00,143.87 - 222.33,3245.00,313.71,98442,3,0.563,4
@_,RTC.L,RTC Group plc,Industrials,Staffing & Employment Services,0.00,91.50 - 92.00,95.00 - 95.00,3.50 - 3.50,95.00,351.00,13887,2,0.909,2
*_,RTO.L,Rentokil Initial plc,Industrials,Specialty Business Services,1.00,370.40 - 370.40,375.70 - 375.70,5.30 - 5.30,363.70,68.90,4563391,6,0.329,1
@_,RUA.L,RUA Life Sciences plc,Healthcare,Medical Devices,0.00,11.30 - 11.50,12.10 - 12.12,0.80 - 0.82,12.12,1286.38,22903,2,1.018,4
@_,RVRB.L,River Global Plc,Financial Services,Asset Management,0.29,34.85 - 35.56,35.70 - 36.90,0.85 - 2.05,36.00,951.95,54705,3,0.499,7
@_,RVRG.L,River Global Plc,Financial Services,Asset Management,0.00,6.50 - 6.66,6.74 - 6.80,0.24 - 0.30,6.75,811.80,122094,3,0.499,5
@_,RWA.L,Robert Walters plc,Industrials,Staffing & Employment Services,0.18,134.84 - 140.77,136.50 - 144.27,1.66 - 9.43,146.77,1170.41,194348,3,0.632,11
@_,RWS.L,RWS Holdings plc,Industrials,Specialty Business Services,1.00,83.40 - 85.30,84.30 - 87.25,0.90 - 3.85,87.00,495.26,1477602,6,0.452,6
