I,Ticker,Name,Sector,Industry,Avg Hold Period(days),BUY Range,SELL Range,Price Movement,last Price,Total Profit,Avg Volume,Volume Indicator,Beta Risk,Num of Trades
*_,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,0.00,330.73 - 333.71,335.29 - 337.81,4.56 - 7.08,322.81,125.80,539230,5,1.752,2
*_,RYAN,Ryan Specialty Holdings  Inc.,Financial Services,Insurance Specialty,0.00,59.53 - 60.01,60.21 - 60.98,0.68 - 1.45,59.01,187.58,1158790,6,0.639,3
@_,PNR,Pentair plc,Industrials,Specialty Industrial Machinery,2.00,105.87 - 107.38,107.26 - 109.06,1.39 - 3.19,108.62,247.49,1264530,6,1.071,3
@_,LNT,Alliant Energy Corporation,Utilities,Utilities Regulated Electric,1.50,64.64 - 66.17,65.83 - 66.93,1.19 - 2.29,67.00,298.36,2213090,6,0.532,4
*_,SN,SharkNinja  Inc.,Consumer Cyclical,Furnishings  Fixtures & Appliances,0.00,117.08 - 119.55,118.76 - 121.20,1.68 - 4.12,116.88,247.02,1637310,6,1.638,4
@_,NWSA,News Corporation,Communication Services,Entertainment,1.40,28.92 - 30.22,29.35 - 30.60,0.43 - 1.68,30.50,330.20,3610490,6,1.24,5
@_,RBRK,UNKNOWN,Technology,Software Infrastructure,0.67,80.80 - 87.31,83.18 - 88.20,2.38 - 7.40,88.77,513.95,2119790,6,UNKNOWN,6
@_,RIVN,Rivian Automotive  Inc.,Consumer Cyclical,Auto Manufacturers,0.67,11.85 - 12.74,11.97 - 13.09,0.12 - 1.24,13.10,741.16,39552030,8,1.807,9
*_,CNH,CNH Industrial N.V.,Industrials,Farm & Heavy Construction Machinery,1.75,12.10 - 12.56,12.34 - 12.86,0.23 - 0.76,12.37,370.44,10427650,8,1.609,4
@_,WMG,Warner Music Group Corp.,Communication Services,Entertainment,0.80,31.68 - 33.01,32.33 - 33.87,0.65 - 2.19,33.77,443.23,2212190,6,1.252,5
*_,DUOL,Duolingo  Inc.,Technology,Software Application,0.60,313.99 - 342.31,319.75 - 368.89,5.76 - 54.90,331.87,1154.36,2223250,6,0.863,5
@_,SNAP,Snap Inc.,Communication Services,Internet Content & Information,0.67,7.01 - 7.12,7.26 - 7.37,0.24 - 0.36,7.18,458.80,48302410,8,0.622,3
@_,DT,Dynatrace  Inc.,Technology,Software Application,0.17,46.39 - 49.13,46.99 - 50.04,0.60 - 3.65,49.41,521.48,3496220,6,0.91,6
*_,BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,1.50,53.25 - 54.22,54.16 - 54.92,0.91 - 1.67,53.72,266.21,2258650,6,1.082,4
*_,KSPI,Joint Stock Company Kaspi.kz,Technology,Software Infrastructure,0.00,97.44 - 97.44,99.02 - 99.02,1.58 - 1.58,92.54,80.58,318100,4,-0.041,1
@_,DOCU,DocuSign  Inc.,Technology,Software Application,0.88,68.21 - 74.14,69.43 - 75.09,1.22 - 6.88,74.83,582.06,2493420,6,1.01,8
*_,CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,0.67,120.80 - 120.98,123.00 - 123.08,2.19 - 2.28,120.32,260.35,1672120,6,0.486,3
*_,ONON,On Holding AG,Consumer Cyclical,Footwear & Accessories,1.00,44.65 - 47.71,45.49 - 48.40,0.84 - 3.75,46.53,413.39,10218210,8,2.241,6
@_,DPZ,Domino's Pizza  Inc.,Consumer Cyclical,Restaurants,1.00,439.95 - 449.29,444.79 - 454.83,4.84 - 14.88,451.11,256.74,622180,5,1.096,4
*_,ZTO,ZTO Express (Cayman) Inc.,Industrials,Integrated Freight & Logistics,1.50,19.65 - 19.99,20.10 - 20.51,0.45 - 0.86,19.07,244.30,2340750,6,-0.167,2
@_,HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,1.00,28.26 - 28.70,28.98 - 29.24,0.72 - 0.98,29.25,318.64,3508110,6,0.31,3
*_,SFM,Sprouts Farmers Market  Inc.,Consumer Defensive,Grocery Stores,0.00,143.36 - 149.38,145.73 - 151.95,2.37 - 8.59,146.30,562.16,1585690,6,0.781,7
@_,EVRG,Evergy  Inc.,Utilities,Utilities Regulated Electric,2.50,72.04 - 72.51,73.37 - 73.38,1.33 - 1.34,72.28,150.93,2018200,6,0.455,2
@_,EXPD,Expeditors International of Washington  Inc.,Industrials,Integrated Freight & Logistics,1.50,119.15 - 121.03,122.19 - 122.37,3.04 - 3.22,119.99,179.58,1063560,6,1.038,2
*_,ARCC,Ares Capital Corporation,Financial Services,Asset Management,1.00,22.44 - 22.44,22.75 - 22.75,0.32 - 0.32,22.32,68.82,3330460,6,0.745,1
@_,XPO,XPO  Inc.,Industrials,Trucking,0.80,127.32 - 129.35,128.76 - 135.95,1.43 - 8.62,137.39,609.89,1037670,6,1.786,5
@_,FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,1.20,368.86 - 378.71,373.93 - 386.13,5.07 - 17.27,381.51,343.07,461330,4,0.822,5
@_,RS,Reliance  Inc.,Basic Materials,Steel,0.40,283.69 - 290.13,288.21 - 294.66,4.52 - 10.97,294.45,368.73,322840,4,0.881,5
@_,EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,Utilities,Utilities Renewable,1.00,7.56 - 7.56,7.64 - 7.87,0.08 - 0.31,7.86,257.79,1520590,6,0.211,2
@_,FMS,Fresenius Medical Care AG,Healthcare,Medical Care Facilities,1.50,24.64 - 25.23,24.90 - 25.60,0.26 - 0.97,25.61,266.11,288970,4,0.862,4
@_,SUI,Sun Communities  Inc.,Real Estate,REIT Residential,1.00,125.29 - 126.57,126.79 - 128.12,1.50 - 2.83,127.03,233.22,765280,5,0.832,4
@_,RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,1.17,122.61 - 127.52,124.17 - 128.96,1.56 - 6.35,127.50,344.48,627490,5,1.028,6
@_,FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,3.00,34.82 - 35.51,35.40 - 36.31,0.58 - 1.49,36.12,260.26,2388570,6,1.04,3
@_,EQH,Equitable Holdings  Inc.,Financial Services,Asset Management,1.00,51.63 - 51.63,54.42 - 54.42,2.78 - 2.78,53.60,267.84,3301870,6,1.13,1
@_,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,1.75,103.20 - 106.84,105.19 - 108.54,1.99 - 5.34,109.10,326.94,2342130,6,0.991,4
@_,WES,Western Midstream Partners  LP,Energy,Oil & Gas Midstream,0.33,38.09 - 38.51,38.91 - 38.95,0.82 - 0.86,38.54,219.69,1575610,6,1.127,3
@_,FNF,Fidelity National Financial  Inc.,Financial Services,Insurance Specialty,0.50,59.03 - 59.08,59.63 - 60.71,0.60 - 1.67,60.85,187.32,1233050,6,1.061,2
*_,TLN,Talen Energy Corporation,Utilities,Utilities Independent Power Producers,0.00,367.36 - 378.68,373.05 - 383.70,5.69 - 16.34,355.87,253.63,758080,5,1.594,4
@_,SGI,Somnigroup International Inc.,Consumer Cyclical,Furnishings  Fixtures & Appliances,1.00,78.29 - 81.11,79.32 - 84.07,1.03 - 5.78,83.82,484.55,2545680,6,1.261,5
@_,BG,Bunge Global SA,Consumer Defensive,Farm Products,1.00,80.77 - 85.81,82.01 - 86.80,1.24 - 6.03,87.13,479.28,1875970,6,0.646,7
*_,CHWY,Chewy  Inc.,Consumer Cyclical,Internet Retail,0.18,37.12 - 40.84,37.57 - 41.25,0.45 - 4.13,39.56,759.94,6688570,7,1.671,11
*_,COHR,Coherent Corp.,Technology,Scientific & Technical Instruments,0.60,86.88 - 115.31,89.27 - 116.87,2.39 - 30.00,89.87,400.98,7718980,7,1.905,5
@_,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,0.67,72.25 - 77.52,73.43 - 78.36,1.18 - 6.11,78.42,575.10,2485280,6,1.484,9
@_,PFGC,Performance Food Group Company,Consumer Defensive,Food Distribution,2.00,97.20 - 101.62,100.29 - 102.74,3.09 - 5.54,101.88,377.41,2152940,6,1.2,4
@_,AMH,American Homes 4 Rent,Real Estate,REIT Residential,1.50,34.19 - 35.23,34.88 - 35.82,0.69 - 1.62,35.76,322.99,1809210,6,0.732,4
*_,WWD,Woodward  Inc.,Industrials,Aerospace & Defense,1.00,244.02 - 248.00,246.89 - 250.97,2.87 - 6.95,247.96,260.60,502560,5,1.295,4
*_,ICLR,ICON Public Limited Company,Healthcare,Diagnostics & Research,0.62,172.24 - 178.73,174.04 - 181.00,1.80 - 8.76,175.83,518.37,1040120,6,1.17,8
@_,CF,CF Industries Holdings  Inc.,Basic Materials,Agricultural Inputs,0.50,83.81 - 84.86,85.28 - 86.86,1.47 - 3.05,86.48,403.92,3035190,6,0.923,4
@_,BIP,Brookfield Infrastructure Partners L.P.,Utilities,Utilities Diversified,2.50,29.68 - 30.10,30.33 - 30.67,0.65 - 0.99,30.65,203.82,530260,5,1.06,2
@_,ACM,AECOM,Industrials,Engineering & Construction,1.25,118.92 - 120.42,120.15 - 124.38,1.23 - 5.46,123.03,356.29,628660,5,0.995,4
@_,OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,0.75,73.70 - 78.14,74.68 - 79.44,0.98 - 5.74,79.64,559.78,3322260,6,0.957,8
@_,KIM,Kimco Realty Corporation,Real Estate,REIT Retail,1.20,21.23 - 22.00,21.55 - 22.23,0.32 - 1.00,22.19,357.42,3382160,6,1.325,5
*_,MNDY,monday.com Ltd.,Technology,Software Application,0.00,175.13 - 179.94,177.84 - 182.18,2.71 - 7.05,177.94,350.84,2832230,6,1.267,5
@_,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,2.00,24.05 - 24.08,24.57 - 24.79,0.52 - 0.74,24.52,397.44,6871530,7,0.591,3
*_,JOBY,Joby Aviation  Inc.,Industrials,Airports & Air Services,0.00,17.58 - 17.80,18.00 - 18.26,0.41 - 0.68,14.95,316.54,25562910,8,2.521,3
@_,HOLX,Hologic  Inc.,Healthcare,Medical Instruments & Supplies,2.33,67.59 - 68.03,68.41 - 68.86,0.82 - 1.27,68.25,174.47,1891200,6,0.49,3
@_,COO,The Cooper Companies  Inc.,Healthcare,Medical Instruments & Supplies,0.50,73.05 - 73.49,74.07 - 75.42,1.02 - 2.37,75.23,327.08,1700480,6,1.001,4
@_,QXO,QXO  Inc.,Technology,Software Application,0.33,18.77 - 19.82,20.33 - 21.29,1.56 - 2.51,20.37,924.00,7687410,7,2.301,3
@_,BLDR,Builders FirstSource  Inc.,Industrials,Building Products & Equipment,1.00,136.48 - 139.91,142.10 - 143.68,5.62 - 7.20,144.53,571.51,1914550,6,1.685,3
@_,ALGN,Align Technology  Inc.,Healthcare,Medical Instruments & Supplies,1.00,142.11 - 147.99,144.52 - 149.79,2.41 - 7.68,149.46,516.05,1623990,6,1.611,5
@_,TER,Teradyne  Inc.,Technology,Semiconductor Equipment & Materials,2.00,108.22 - 108.22,116.21 - 116.21,7.99 - 7.99,115.31,367.54,3222930,6,1.717,1
@_,TXT,Textron Inc.,Industrials,Aerospace & Defense,2.67,78.90 - 80.32,80.13 - 81.97,1.23 - 3.07,81.55,257.29,1300770,6,1.167,3
@_,GMAB,Genmab A/S,Healthcare,Biotechnology,0.43,22.26 - 24.15,22.65 - 24.82,0.39 - 2.56,24.64,688.27,1215060,6,0.8,7
@_,SMR,NuScale Power Corporation,Industrials,Specialty Industrial Machinery,2.00,33.46 - 33.46,35.05 - 35.05,1.59 - 1.59,35.03,236.91,12283580,8,2.072,1
@_,JBHT,J.B. Hunt Transport Services  Inc.,Industrials,Integrated Freight & Logistics,1.25,143.13 - 147.84,145.35 - 151.34,2.22 - 8.21,150.19,601.21,924090,5,1.284,4
@_,APG,APi Group Corporation,Industrials,Engineering & Construction,0.75,34.92 - 35.25,35.52 - 35.82,0.60 - 0.90,35.76,311.03,2322350,6,1.568,4
@_,UDR,UDR  Inc.,Real Estate,REIT Residential,1.20,37.97 - 39.10,38.41 - 39.51,0.44 - 1.54,39.18,355.70,1575730,6,0.838,5
@_,BAH,Booz Allen Hamilton Holding Corporation,Industrials,Consulting Services,1.25,108.43 - 108.60,110.15 - 110.35,1.72 - 1.92,109.92,327.06,1523810,6,0.47,4
@_,EWBC,East West Bancorp  Inc.,Financial Services,Banks Regional,1.00,101.14 - 101.18,102.78 - 105.54,1.64 - 4.40,105.24,376.32,674830,5,0.96,3
*_,BCH,Banco de Chile,Financial Services,Banks Regional,0.00,29.30 - 29.30,29.81 - 29.81,0.50 - 0.50,29.01,86.70,227300,4,0.122,1
@_,MAS,Masco Corporation,Industrials,Building Products & Equipment,1.00,71.52 - 75.34,72.29 - 76.22,0.77 - 4.70,75.60,459.60,2111170,6,1.163,8
@_,BBY,Best Buy Co.  Inc.,Consumer Cyclical,Specialty Retail,0.86,70.43 - 74.35,71.18 - 75.50,0.75 - 5.07,75.42,552.65,3161310,6,1.228,7
@_,LOGI,Logitech International S.A.,Technology,Computer Hardware,3.50,98.74 - 99.56,100.43 - 103.22,1.69 - 4.49,103.07,267.50,534950,5,0.612,2
@_,ARE,Alexandria Real Estate Equities  Inc.,Real Estate,REIT Office,0.09,73.33 - 80.23,74.21 - 81.16,0.88 - 7.83,80.96,753.03,1389800,6,1.253,11
*_,ULS,UNKNOWN,Industrials,Specialty Business Services,0.00,66.86 - 69.88,67.61 - 70.73,0.75 - 3.87,65.35,335.56,1080110,6,UNKNOWN,6
*_,EG,Everest Group  Ltd.,Financial Services,Insurance Reinsurance,1.00,329.79 - 345.72,334.92 - 350.88,5.13 - 21.09,343.79,392.93,274500,4,0.492,6
*_,WPC,W. P. Carey Inc.,Real Estate,REIT Diversified,1.20,64.94 - 66.47,65.66 - 67.25,0.72 - 2.31,66.11,279.80,1060340,6,0.795,5
@_,MTZ,MasTec  Inc.,Industrials,Engineering & Construction,0.00,174.83 - 178.45,179.93 - 180.77,5.10 - 5.94,177.05,283.36,849690,5,1.828,3
@_,ALLE,Allegion plc,Industrials,Security & Protection Services,1.67,167.14 - 167.38,169.31 - 172.38,2.17 - 5.24,172.33,274.63,717670,5,1.061,3
@_,GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,1.67,84.40 - 86.25,87.13 - 87.52,2.72 - 3.11,87.33,291.30,657030,5,1.044,3
@_,UNM,Unum Group,Financial Services,Insurance Life,4.00,68.69 - 68.69,70.43 - 70.43,1.74 - 1.74,69.91,125.28,1160850,6,0.399,1
@_,AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,1.75,174.76 - 176.43,177.07 - 179.20,2.31 - 4.44,178.59,295.40,610510,5,0.888,4
@_,EMA,Emera Incorporated,Utilities,Utilities Regulated Electric,2.50,47.08 - 47.48,48.29 - 48.30,1.21 - 1.22,47.97,214.37,154220,3,0.421,2
@_,H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,2.00,139.66 - 141.39,144.23 - 144.29,4.56 - 4.63,144.03,261.45,1068660,6,1.462,2
@_,SNN,Smith & Nephew plc,Healthcare,Medical Devices,1.00,36.13 - 37.05,36.50 - 37.46,0.37 - 1.33,37.49,256.70,749160,5,0.618,3
@_,IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,1.67,164.38 - 164.76,166.90 - 169.59,2.53 - 5.21,168.60,290.10,723020,5,1.031,3
@_,U,Unity Software Inc.,Technology,Software Application,0.30,35.24 - 38.43,35.86 - 39.31,0.62 - 4.07,39.13,1042.66,12389040,8,2.323,10
@_,UTHR,United Therapeutics Corporation,Healthcare,Drug Manufacturers Specialty & Generic,1.00,303.22 - 313.81,308.43 - 317.29,5.21 - 14.07,312.27,268.20,644240,5,0.57,4
@_,ENTG,Entegris  Inc.,Technology,Semiconductor Equipment & Materials,0.33,76.54 - 86.82,77.46 - 88.31,0.92 - 11.77,87.79,1056.29,2315040,6,1.221,12
*_,THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,0.71,171.75 - 180.77,173.60 - 182.68,1.85 - 10.93,179.48,391.01,968420,5,1.523,7
@_,HLI,Houlihan Lokey  Inc.,Financial Services,Capital Markets,2.00,189.84 - 194.27,193.66 - 196.76,3.82 - 6.92,197.69,278.46,353400,4,0.867,3
@_,WF,Woori Financial Group Inc.,Financial Services,Banks Regional,2.00,53.02 - 53.03,53.70 - 54.50,0.68 - 1.48,54.80,202.10,33350,2,0.637,2
*_,BJ,BJ's Wholesale Club Holdings  Inc.,Consumer Defensive,Discount Stores,0.50,101.87 - 106.41,103.92 - 107.61,2.05 - 5.74,97.11,425.53,2393910,6,0.435,6
*_,INCY,Incyte Corporation,Healthcare,Biotechnology,0.00,81.94 - 85.68,82.88 - 86.63,0.94 - 4.69,85.05,361.40,1816730,6,0.716,6
*_,CRS,Carpenter Technology Corporation,Industrials,Metal Fabrication,0.00,248.23 - 248.23,251.98 - 251.98,3.75 - 3.75,244.00,75.00,791160,5,1.445,1
@_,SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities,Utilities Regulated Water,2.00,20.92 - 21.54,21.92 - 21.96,1.00 - 1.04,21.96,336.72,1311030,6,0.095,2
@_,DOC,Healthpeak Properties  Inc.,Real Estate,REIT Healthcare Facilities,0.60,16.89 - 17.34,17.14 - 17.76,0.25 - 0.88,17.75,408.88,6771310,7,1.019,5
@_,GLPI,Gaming and Leisure Properties  Inc.,Real Estate,REIT Specialty,2.33,45.80 - 47.33,46.78 - 48.27,0.98 - 2.47,48.16,302.89,1642070,6,0.719,3
*_,AVAV,AeroVironment  Inc.,Industrials,Aerospace & Defense,0.57,238.33 - 252.80,241.52 - 255.72,3.19 - 17.39,239.91,393.88,794870,5,0.991,7
@_,PAYC,Paycom Software  Inc.,Technology,Software Application,0.71,214.62 - 230.39,218.57 - 233.37,3.95 - 18.75,234.05,557.57,668860,5,0.817,7
@_,MANH,Manhattan Associates  Inc.,Technology,Software Application,1.25,210.87 - 217.28,215.40 - 220.35,4.53 - 9.48,215.97,359.95,486010,4,1.097,4
@_,CNC,Centene Corporation,Healthcare,Healthcare Plans,0.83,26.33 - 29.32,26.83 - 30.11,0.50 - 3.78,29.39,820.49,14331240,8,0.4,6
@_,PAA,Plains All American Pipeline  L.P.,Energy,Oil & Gas Midstream,1.25,17.53 - 17.62,17.76 - 17.80,0.23 - 0.27,17.61,229.91,3403430,6,0.725,4
@_,ROKU,Roku  Inc.,Communication Services,Entertainment,0.67,86.26 - 94.40,87.56 - 95.49,1.30 - 9.23,94.26,788.42,3508740,6,2.05,9
@_,NLY,Annaly Capital Management  Inc.,Real Estate,REIT Mortgage,0.50,20.66 - 20.68,20.88 - 21.17,0.22 - 0.51,21.14,171.33,5857400,7,1.263,2
*_,CHYM,Chime Financial  Inc.,Technology,Software Application,0.67,28.39 - 29.30,29.30 - 30.10,0.91 - 1.72,27.73,446.74,2884850,6,UNKNOWN,3
@_,JKHY,Jack Henry & Associates  Inc.,Technology,Information Technology Services,1.40,159.27 - 164.14,161.71 - 166.04,2.44 - 6.76,165.46,357.34,1054560,6,0.739,5
@_,ATI,ATI Inc.,Industrials,Metal Fabrication,0.00,70.58 - 73.42,72.25 - 75.28,1.67 - 4.70,73.74,243.38,1773890,6,1.198,2
*_,MRNA,Moderna  Inc.,Healthcare,Biotechnology,0.00,26.10 - 27.88,26.77 - 28.29,0.67 - 2.19,27.13,640.21,7551560,7,1.829,6
*_,BWXT,BWX Technologies  Inc.,Industrials,Aerospace & Defense,0.00,172.51 - 175.29,174.41 - 177.08,1.90 - 4.57,163.08,103.32,1226600,6,0.72,2
@_,REG,Regency Centers Corporation,Real Estate,REIT Retail,0.33,70.61 - 71.24,72.03 - 72.66,1.42 - 2.05,72.31,255.50,1088220,6,1.058,3
@_,NBIX,Neurocrine Biosciences  Inc.,Healthcare,Drug Manufacturers Specialty & Generic,1.00,130.15 - 134.57,131.56 - 136.44,1.41 - 6.29,135.49,354.38,769600,5,0.254,6
*_,CART,Maplebear Inc.,Consumer Cyclical,Internet Retail,0.71,43.73 - 46.17,44.44 - 46.65,0.71 - 2.92,43.38,568.07,7291590,7,UNKNOWN,7
@_,BEN,Franklin Resources  Inc.,Financial Services,Asset Management,0.00,24.77 - 24.77,25.32 - 25.32,0.55 - 0.55,25.39,110.55,2823780,6,1.491,1
*_,YPF,YPF Sociedad Anónima,Energy,Oil & Gas Integrated,2.00,32.34 - 33.48,33.98 - 33.99,1.64 - 1.65,31.75,328.55,1393820,6,0.599,2
@_,CNM,Core & Main  Inc.,Industrials,Industrial Distribution,2.00,63.94 - 64.89,64.64 - 65.64,0.70 - 1.70,65.49,233.30,1721260,6,1.042,3
*_,HIMS,Hims & Hers Health  Inc.,Consumer Defensive,Household & Personal Products,0.00,41.67 - 47.16,42.17 - 47.91,0.50 - 6.24,44.57,558.04,23768740,8,2.087,6
*_,RTO,Rentokil Initial plc,Industrials,Specialty Business Services,0.50,24.21 - 25.11,24.53 - 25.39,0.32 - 1.17,24.39,121.64,808070,5,0.329,2
@_,RGA,Reinsurance Group of America  Incorporated,Financial Services,Insurance Reinsurance,1.50,187.10 - 191.75,189.40 - 195.60,2.31 - 8.51,193.58,299.26,364530,4,0.595,4
@_,MEDP,Medpace Holdings  Inc.,Healthcare,Diagnostics & Research,1.00,459.93 - 460.92,466.00 - 466.46,6.07 - 6.53,463.62,229.10,366130,4,1.429,4
@_,SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies,1.75,72.41 - 73.44,73.39 - 74.54,0.97 - 2.12,73.57,282.40,1785290,6,UNKNOWN,4
@_,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,3.00,88.42 - 89.59,90.52 - 90.69,2.10 - 2.27,90.12,178.27,1725720,6,1.353,2
@_,STN,Stantec Inc.,Industrials,Engineering & Construction,1.00,98.97 - 109.25,103.67 - 110.38,4.70 - 11.41,110.87,572.11,250940,4,0.911,6
@_,LTM,LATAM Airlines Group S.A.,Industrials,Airlines,0.33,42.97 - 46.60,43.45 - 47.35,0.48 - 4.38,47.98,817.13,2484920,6,1.121,12
@_,LAMR,Lamar Advertising Company,Real Estate,REIT Specialty,0.86,116.79 - 125.74,118.66 - 127.05,1.87 - 10.26,126.83,527.81,978190,5,1.387,7
@_,DRS,Leonardo DRS  Inc.,Industrials,Aerospace & Defense,1.33,41.05 - 41.12,41.83 - 42.61,0.78 - 1.56,41.19,365.42,1010740,6,0.254,3
@_,LECO,Lincoln Electric Holdings  Inc.,Industrials,Tools & Accessories,4.00,242.53 - 242.87,245.52 - 246.01,2.99 - 3.48,245.37,122.60,271480,4,1.219,2
@_,ITT,ITT Inc.,Industrials,Specialty Industrial Machinery,2.00,165.18 - 165.66,168.14 - 170.61,2.96 - 5.43,170.96,237.30,304980,4,1.385,2
@_,BXP,BXP  Inc.,Real Estate,REIT Office,0.50,63.88 - 69.04,64.74 - 69.77,0.86 - 5.89,69.36,632.28,1384470,6,1.192,8
@_,LBRDA,Liberty Broadband Corporation,Communication Services,Telecom Services,0.67,59.33 - 61.27,59.97 - 64.24,0.64 - 4.91,63.37,556.28,166330,3,0.96,6
@_,LBRDK,Liberty Broadband Corporation,Communication Services,Telecom Services,0.83,59.40 - 61.88,60.18 - 63.94,0.78 - 4.54,63.64,554.93,1446870,6,0.96,6
*_,IONQ,IonQ  Inc.,Technology,Computer Hardware,0.00,39.55 - 40.98,40.39 - 41.55,0.84 - 2.00,39.79,175.38,17792130,8,2.537,2
@_,MBLY,Mobileye Global Inc.,Consumer Cyclical,Auto Parts,1.00,13.68 - 13.98,14.19 - 14.26,0.51 - 0.58,14.15,561.09,4115780,6,0.507,4
*_,NBIS,UNKNOWN,Communication Services,Internet Content & Information,0.12,63.84 - 70.88,65.55 - 71.65,1.71 - 7.81,68.99,776.97,14160490,8,1.119,8
@_,JLL,Jones Lang LaSalle Incorporated,Real Estate,Real Estate Services,0.67,285.68 - 298.57,289.55 - 304.95,3.86 - 19.27,303.20,487.47,523380,5,1.382,6
@_,BEPC,Brookfield Renewable Corporation,Utilities,Utilities Renewable,1.00,32.88 - 33.40,33.69 - 34.28,0.81 - 1.40,34.21,376.42,746000,5,1.136,4
@_,UHAL,U-Haul Holding Company,Industrials,Rental & Leasing Services,1.67,57.03 - 58.28,58.90 - 59.11,1.87 - 2.08,58.98,319.44,109460,3,1.205,3
@_,NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,0.00,213.81 - 225.17,217.96 - 231.68,4.15 - 17.87,227.12,698.84,412420,4,0.894,5
@_,CLH,Clean Harbors  Inc.,Industrials,Waste Management,2.67,246.19 - 248.29,249.23 - 251.20,3.04 - 5.01,248.48,193.20,331490,4,1.185,3
@_,YMM,Full Truck Alliance Co. Ltd.,Technology,Software Application,7.00,10.77 - 10.77,12.87 - 12.87,2.10 - 2.10,12.74,974.40,12285230,8,0.198,1
*_,CIEN,Ciena Corporation,Technology,Communication Equipment,0.75,85.83 - 90.85,87.05 - 92.04,1.22 - 6.21,89.82,313.82,1661560,6,1.109,4
@_,CPT,Camden Property Trust,Real Estate,REIT Residential,0.40,104.53 - 108.53,106.79 - 109.75,2.26 - 5.22,109.44,387.44,854200,5,0.791,5
@_,EVR,Evercore Inc.,Financial Services,Capital Markets,4.00,306.88 - 309.23,313.65 - 321.24,6.77 - 14.36,320.07,300.48,364580,4,1.476,2
@_,OC,Owens Corning,Industrials,Building Products & Equipment,1.40,149.65 - 153.99,151.31 - 157.38,1.66 - 7.73,155.85,365.66,742810,5,1.321,5
*_,POOL,Pool Corporation,Industrials,Industrial Distribution,0.57,317.64 - 327.60,323.52 - 331.45,5.88 - 13.81,323.64,456.60,489840,4,1.066,7
@_,CHRW,C.H. Robinson Worldwide  Inc.,Industrials,Integrated Freight & Logistics,1.00,119.05 - 123.95,120.33 - 126.33,1.28 - 7.28,125.18,395.32,1315240,6,0.863,6
@_,TXRH,Texas Roadhouse  Inc.,Consumer Cyclical,Restaurants,1.67,172.52 - 172.89,174.39 - 176.48,1.87 - 3.96,177.33,257.04,1314200,6,0.876,3
@_,EXEL,Exelixis  Inc.,Healthcare,Biotechnology,1.00,38.06 - 38.10,38.58 - 38.67,0.51 - 0.60,38.64,279.03,2356530,6,0.288,4
@_,RDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers Specialty & Generic,2.67,14.12 - 14.13,14.28 - 14.53,0.15 - 0.41,14.52,261.22,1007290,6,0.311,3
@_,RBC,RBC Bearings Incorporated,Industrials,Tools & Accessories,0.50,393.84 - 394.01,399.94 - 400.70,6.10 - 6.86,402.01,153.48,158230,3,1.716,2
@_,MGA,Magna International Inc.,Consumer Cyclical,Auto Parts,4.00,44.36 - 44.40,45.13 - 46.17,0.77 - 1.81,46.08,284.48,1072000,6,1.67,2
@_,TOL,Toll Brothers  Inc.,Consumer Cyclical,Residential Construction,0.30,129.88 - 137.15,131.24 - 139.85,1.36 - 9.97,139.22,721.20,1834480,6,1.326,10
@_,SNX,TD SYNNEX Corporation,Technology,Electronics & Computer Distribution,2.00,143.49 - 143.49,150.08 - 150.08,6.59 - 6.59,149.85,224.06,539530,5,1.223,1
@_,RVTY,Revvity  Inc.,Healthcare,Diagnostics & Research,0.43,88.76 - 91.00,89.98 - 93.63,1.22 - 4.87,94.15,530.90,1095750,6,0.916,7
@_,ELS,Equity LifeStyle Properties  Inc.,Real Estate,REIT Residential,3.50,60.10 - 60.10,61.24 - 61.25,1.15 - 1.15,60.46,190.07,1344990,6,0.709,2
